# STATION: E8450
# STATION NAME: EW8450 Sammamish
# LATITUDE: 47.58300
# LONGITUDE: -122.03867
# ELEVATION [ft]: 452
# STATE: WA
Station_ID,Date_Time,altimeter_set_1,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,precip_accum_five_minute_set_1,precip_accum_one_hour_set_1,precip_accum_24_hour_set_1,precip_accum_since_local_midnight_set_1,dew_point_temperature_set_1d,wind_chill_set_1d,wind_cardinal_direction_set_1d,pressure_set_1d,sea_level_pressure_set_1d,heat_index_set_1d
E8450,07/01/2021 00:32 PDT,29.99,64.0,81.0,0.0,,2.0,,,0.0,0.0,58.01,,,29.5,28.88,
E8450,07/01/2021 00:37 PDT,29.99,64.0,81.0,0.0,,2.0,,,0.0,0.0,58.01,,,29.5,28.88,
E8450,07/01/2021 00:42 PDT,29.99,64.0,82.0,0.0,,2.0,,,0.0,0.0,58.35,,,29.5,28.87,
E8450,07/01/2021 00:47 PDT,29.99,64.0,82.0,0.0,,3.0,,,0.0,0.0,58.35,,,29.5,28.87,
E8450,07/01/2021 00:52 PDT,29.99,64.0,83.0,1.0,149.0,3.0,,,0.0,0.0,58.7,,SSE,29.5,28.86,
E8450,07/01/2021 00:57 PDT,29.99,64.0,84.0,0.0,,3.0,,,0.0,0.0,59.03,,,29.5,28.85,
E8450,07/01/2021 01:02 PDT,29.99,64.0,84.0,0.0,,3.0,,,0.0,0.0,59.03,,,29.5,28.85,
E8450,07/01/2021 01:07 PDT,29.99,64.0,85.0,0.0,,2.0,,,0.0,0.0,59.37,,,29.5,28.83,
E8450,07/01/2021 01:12 PDT,29.99,63.0,85.0,0.0,,0.0,,,0.0,0.0,58.38,,,29.5,28.88,
E8450,07/01/2021 01:17 PDT,29.99,63.0,85.0,0.0,,0.0,,,0.0,0.0,58.38,,,29.5,28.88,
E8450,07/01/2021 01:22 PDT,29.99,63.0,85.0,0.0,,0.0,,,0.0,0.0,58.38,,,29.5,28.88,
E8450,07/01/2021 01:27 PDT,29.99,63.0,86.0,0.0,,0.0,,,0.0,0.0,58.71,,,29.5,28.87,
E8450,07/01/2021 01:32 PDT,29.99,63.0,86.0,0.0,,0.0,,,0.0,0.0,58.71,,,29.5,28.87,
E8450,07/01/2021 01:37 PDT,29.99,63.0,87.0,0.0,,0.0,,,0.0,0.0,59.04,,,29.5,28.86,
E8450,07/01/2021 01:42 PDT,29.99,63.0,87.0,0.0,,0.0,,,0.0,0.0,59.04,,,29.5,28.86,
E8450,07/01/2021 01:47 PDT,29.99,63.0,87.0,0.0,,0.0,,,0.0,0.0,59.04,,,29.5,28.86,
E8450,07/01/2021 01:52 PDT,29.99,63.0,87.0,0.0,,0.0,,,0.0,0.0,59.04,,,29.5,28.86,
E8450,07/01/2021 01:57 PDT,29.98,63.0,87.0,0.0,,0.0,,,0.0,0.0,59.04,,,29.49,28.85,
E8450,07/01/2021 02:02 PDT,29.99,63.0,87.0,0.0,,0.0,,,0.0,0.0,59.04,,,29.5,28.86,
E8450,07/01/2021 02:07 PDT,29.98,63.0,87.0,0.0,,0.0,,,0.0,0.0,59.04,,,29.49,28.85,
E8450,07/01/2021 02:12 PDT,29.99,63.0,87.0,0.0,,0.0,,,0.0,0.0,59.04,,,29.5,28.86,
E8450,07/01/2021 02:17 PDT,29.98,63.0,87.0,0.0,,0.0,,,0.0,0.0,59.04,,,29.49,28.85,
E8450,07/01/2021 02:22 PDT,29.98,63.0,87.0,0.0,,0.0,,,0.0,0.0,59.04,,,29.49,28.85,
E8450,07/01/2021 02:27 PDT,29.98,63.0,87.0,0.0,,0.0,,,0.0,0.0,59.04,,,29.49,28.85,
E8450,07/01/2021 02:32 PDT,29.98,63.0,87.0,0.0,,0.0,,,0.0,0.0,59.04,,,29.49,28.85,
E8450,07/01/2021 02:37 PDT,29.99,63.0,87.0,0.0,,0.0,,,0.0,0.0,59.04,,,29.5,28.86,
E8450,07/01/2021 02:42 PDT,29.99,63.0,87.0,0.0,,0.0,,,0.0,0.0,59.04,,,29.5,28.86,
E8450,07/01/2021 02:47 PDT,29.98,63.0,86.0,0.0,,0.0,,,0.0,0.0,58.71,,,29.49,28.86,
E8450,07/01/2021 02:52 PDT,29.98,63.0,86.0,0.0,,0.0,,,0.0,0.0,58.71,,,29.49,28.86,
E8450,07/01/2021 02:57 PDT,29.98,63.0,86.0,0.0,,0.0,,,0.0,0.0,58.71,,,29.49,28.86,
E8450,07/01/2021 03:02 PDT,29.98,63.0,86.0,0.0,,0.0,,,0.0,0.0,58.71,,,29.49,28.86,
E8450,07/01/2021 03:07 PDT,29.98,63.0,86.0,0.0,,2.0,,,0.0,0.0,58.71,,,29.49,28.86,
E8450,07/01/2021 03:12 PDT,29.98,63.0,86.0,0.0,,2.0,,,0.0,0.0,58.71,,,29.49,28.86,
E8450,07/01/2021 03:17 PDT,29.97,63.0,86.0,0.0,,2.0,,,0.0,0.0,58.71,,,29.48,28.85,
E8450,07/01/2021 03:22 PDT,29.97,63.0,86.0,0.0,,2.0,,,0.0,0.0,58.71,,,29.48,28.85,
E8450,07/01/2021 03:27 PDT,29.97,63.0,86.0,0.0,,0.0,,,0.0,0.0,58.71,,,29.48,28.85,
E8450,07/01/2021 03:32 PDT,29.97,63.0,86.0,0.0,,0.0,,,0.0,0.0,58.71,,,29.48,28.85,
E8450,07/01/2021 03:37 PDT,29.97,63.0,86.0,0.0,,0.0,,,0.0,0.0,58.71,,,29.48,28.85,
E8450,07/01/2021 03:42 PDT,29.97,63.0,86.0,0.0,,0.0,,,0.0,0.0,58.71,,,29.48,28.85,
E8450,07/01/2021 03:47 PDT,29.98,63.0,86.0,0.0,,0.0,,,0.0,0.0,58.71,,,29.49,28.86,
E8450,07/01/2021 03:52 PDT,29.98,63.0,86.0,0.0,,0.0,,,0.0,0.0,58.71,,,29.49,28.86,
E8450,07/01/2021 03:57 PDT,29.98,63.0,86.0,0.0,,0.0,,,0.0,0.0,58.71,,,29.49,28.86,
E8450,07/01/2021 04:02 PDT,29.98,63.0,86.0,0.0,,0.0,,,0.0,0.0,58.71,,,29.49,28.86,
E8450,07/01/2021 04:07 PDT,29.98,63.0,86.0,0.0,,0.0,,,0.0,0.0,58.71,,,29.49,28.86,
E8450,07/01/2021 04:12 PDT,29.98,63.0,86.0,0.0,,0.0,,,0.0,0.0,58.71,,,29.49,28.86,
E8450,07/01/2021 04:17 PDT,29.98,63.0,86.0,0.0,,0.0,,,0.0,0.0,58.71,,,29.49,28.86,
E8450,07/01/2021 04:22 PDT,29.98,63.0,86.0,0.0,,0.0,,,0.0,0.0,58.71,,,29.49,28.86,
E8450,07/01/2021 04:27 PDT,29.98,63.0,86.0,0.0,,0.0,,,0.0,0.0,58.71,,,29.49,28.86,
E8450,07/01/2021 04:32 PDT,29.98,63.0,86.0,0.0,,0.0,,,0.0,0.0,58.71,,,29.49,28.86,
E8450,07/01/2021 04:37 PDT,29.98,63.0,85.0,0.0,,0.0,,,0.0,0.0,58.38,,,29.49,28.87,
E8450,07/01/2021 04:42 PDT,29.98,63.0,85.0,0.0,,2.0,,,0.0,0.0,58.38,,,29.49,28.87,
E8450,07/01/2021 04:47 PDT,29.98,63.0,85.0,0.0,,2.0,,,0.0,0.0,58.38,,,29.49,28.87,
E8450,07/01/2021 04:52 PDT,29.98,63.0,85.0,0.0,,2.0,,,0.0,0.0,58.38,,,29.49,28.87,
E8450,07/01/2021 04:57 PDT,29.98,63.0,85.0,0.0,,2.0,,,0.0,0.0,58.38,,,29.49,28.87,
E8450,07/01/2021 05:02 PDT,29.98,63.0,85.0,0.0,,2.0,,,0.0,0.0,58.38,,,29.49,28.87,
E8450,07/01/2021 05:07 PDT,29.98,63.0,85.0,0.0,,2.0,,,0.0,0.0,58.38,,,29.49,28.87,
E8450,07/01/2021 05:12 PDT,29.98,63.0,85.0,0.0,,0.0,,,0.0,0.0,58.38,,,29.49,28.87,
E8450,07/01/2021 05:17 PDT,29.98,63.0,85.0,0.0,,0.0,,,0.0,0.0,58.38,,,29.49,28.87,
E8450,07/01/2021 05:22 PDT,29.98,63.0,85.0,0.0,,0.0,,,0.0,0.0,58.38,,,29.49,28.87,
E8450,07/01/2021 05:27 PDT,29.98,63.0,85.0,0.0,,0.0,,,0.0,0.0,58.38,,,29.49,28.87,
E8450,07/01/2021 05:32 PDT,29.98,63.0,85.0,0.0,,0.0,,,0.0,0.0,58.38,,,29.49,28.87,
E8450,07/01/2021 05:37 PDT,29.98,63.0,85.0,0.0,,0.0,,,0.0,0.0,58.38,,,29.49,28.87,
E8450,07/01/2021 05:42 PDT,29.98,63.0,85.0,0.0,,0.0,,,0.0,0.0,58.38,,,29.49,28.87,
E8450,07/01/2021 05:47 PDT,29.98,63.0,85.0,0.0,,1.0,,,0.0,0.0,58.38,,,29.49,28.87,
E8450,07/01/2021 05:52 PDT,29.98,63.0,85.0,0.0,,1.0,,,0.0,0.0,58.38,,,29.49,28.87,
E8450,07/01/2021 05:57 PDT,29.98,63.0,85.0,0.0,,1.0,,,0.0,0.0,58.38,,,29.49,28.87,
E8450,07/01/2021 06:02 PDT,29.98,63.0,85.0,0.0,,1.0,,,0.0,0.0,58.38,,,29.49,28.87,
E8450,07/01/2021 06:07 PDT,29.98,63.0,85.0,0.0,,2.0,,,0.0,0.0,58.38,,,29.49,28.87,
E8450,07/01/2021 06:12 PDT,29.98,63.0,85.0,0.0,,2.0,,,0.0,0.0,58.38,,,29.49,28.87,
E8450,07/01/2021 06:17 PDT,29.99,63.0,85.0,0.0,,2.0,,,0.0,0.0,58.38,,,29.5,28.88,
E8450,07/01/2021 06:22 PDT,29.98,63.0,85.0,1.0,144.0,2.0,,,0.0,0.0,58.38,,SE,29.49,28.87,
E8450,07/01/2021 06:27 PDT,29.98,63.0,85.0,0.0,,2.0,,,0.0,0.0,58.38,,,29.49,28.87,
E8450,07/01/2021 06:32 PDT,29.98,63.0,85.0,0.0,,2.0,,,0.0,0.0,58.38,,,29.49,28.87,
E8450,07/01/2021 06:37 PDT,29.98,63.0,85.0,0.0,,1.0,,,0.0,0.0,58.38,,,29.49,28.87,
E8450,07/01/2021 06:42 PDT,29.98,63.0,85.0,0.0,,2.0,,,0.0,0.0,58.38,,,29.49,28.87,
E8450,07/01/2021 06:47 PDT,29.99,63.0,85.0,0.0,,2.0,,,0.0,0.0,58.38,,,29.5,28.88,
E8450,07/01/2021 06:52 PDT,29.99,63.0,85.0,0.0,,2.0,,,0.0,0.0,58.38,,,29.5,28.88,
E8450,07/01/2021 06:57 PDT,29.99,63.0,85.0,0.0,,2.0,,,0.0,0.0,58.38,,,29.5,28.88,
E8450,07/01/2021 07:02 PDT,29.99,63.0,85.0,1.0,166.0,3.0,,,0.0,0.0,58.38,,SSE,29.5,28.88,
E8450,07/01/2021 07:07 PDT,29.99,63.0,85.0,1.0,158.0,3.0,,,0.0,0.0,58.38,,SSE,29.5,28.88,
E8450,07/01/2021 07:12 PDT,29.99,63.0,86.0,0.0,,3.0,,,0.0,0.0,58.71,,,29.5,28.87,
E8450,07/01/2021 07:17 PDT,29.99,63.0,85.0,0.0,,3.0,,,0.0,0.0,58.38,,,29.5,28.88,
E8450,07/01/2021 07:22 PDT,29.99,63.0,85.0,0.0,,1.0,,,0.0,0.0,58.38,,,29.5,28.88,
E8450,07/01/2021 07:27 PDT,29.99,63.0,85.0,0.0,,2.0,,,0.0,0.0,58.38,,,29.5,28.88,
E8450,07/01/2021 07:32 PDT,29.99,63.0,84.0,0.0,,2.0,,,0.0,0.0,58.05,,,29.5,28.89,
E8450,07/01/2021 07:37 PDT,29.99,63.0,85.0,0.0,,2.0,,,0.0,0.0,58.38,,,29.5,28.88,
E8450,07/01/2021 07:42 PDT,29.99,63.0,85.0,0.0,,3.0,,,0.0,0.0,58.38,,,29.5,28.88,
E8450,07/01/2021 07:47 PDT,30.0,63.0,85.0,0.0,,3.0,,,0.0,0.0,58.38,,,29.51,28.89,
E8450,07/01/2021 07:52 PDT,30.0,64.0,84.0,0.0,,3.0,,,0.0,0.0,59.03,,,29.51,28.86,
E8450,07/01/2021 07:57 PDT,30.0,64.0,85.0,0.0,,3.0,,,0.0,0.0,59.37,,,29.51,28.84,
E8450,07/01/2021 08:02 PDT,30.0,64.0,84.0,0.0,,2.0,,,0.0,0.0,59.03,,,29.51,28.86,
E8450,07/01/2021 08:07 PDT,30.0,64.0,84.0,0.0,,2.0,,,0.0,0.0,59.03,,,29.51,28.86,
E8450,07/01/2021 08:12 PDT,30.0,64.0,83.0,0.0,,3.0,,,0.0,0.0,58.7,,,29.51,28.87,
E8450,07/01/2021 08:17 PDT,30.0,64.0,84.0,0.0,,3.0,,,0.0,0.0,59.03,,,29.51,28.86,
E8450,07/01/2021 08:22 PDT,30.01,64.0,84.0,0.0,,3.0,,,0.0,0.0,59.03,,,29.52,28.87,
E8450,07/01/2021 08:27 PDT,30.01,64.0,83.0,0.0,,1.0,,,0.0,0.0,58.7,,,29.52,28.88,
E8450,07/01/2021 08:32 PDT,30.0,65.0,82.0,0.0,,1.0,,,0.0,0.0,59.33,,,29.51,28.84,
E8450,07/01/2021 08:37 PDT,30.0,65.0,82.0,0.0,,1.0,,,0.0,0.0,59.33,,,29.51,28.84,
E8450,07/01/2021 08:42 PDT,30.01,65.0,82.0,0.0,,1.0,,,0.0,0.0,59.33,,,29.52,28.85,
E8450,07/01/2021 08:47 PDT,30.01,65.0,81.0,0.0,,1.0,,,0.0,0.0,58.99,,,29.52,28.86,
E8450,07/01/2021 08:52 PDT,30.01,65.0,83.0,0.0,,1.0,,,0.0,0.0,59.67,,,29.52,28.83,
E8450,07/01/2021 08:57 PDT,30.01,65.0,80.0,1.0,144.0,3.0,,,0.0,0.0,58.64,,SE,29.52,28.87,
E8450,07/01/2021 09:02 PDT,30.01,65.0,81.0,1.0,148.0,3.0,,,0.0,0.0,58.99,,SSE,29.52,28.86,
E8450,07/01/2021 09:07 PDT,30.01,65.0,81.0,0.0,,3.0,,,0.0,0.0,58.99,,,29.52,28.86,
E8450,07/01/2021 09:12 PDT,30.01,65.0,81.0,0.0,,4.0,,,0.0,0.0,58.99,,,29.52,28.86,
E8450,07/01/2021 09:17 PDT,30.01,65.0,82.0,0.0,,4.0,,,0.0,0.0,59.33,,,29.52,28.85,
E8450,07/01/2021 09:22 PDT,30.01,65.0,80.0,0.0,,4.0,,,0.0,0.0,58.64,,,29.52,28.87,
E8450,07/01/2021 09:27 PDT,30.01,65.0,79.0,0.0,,3.0,,,0.0,0.0,58.28,,,29.52,28.89,
E8450,07/01/2021 09:32 PDT,30.01,65.0,79.0,0.0,,3.0,,,0.0,0.0,58.28,,,29.52,28.89,
E8450,07/01/2021 09:37 PDT,30.01,65.0,80.0,0.0,,3.0,,,0.0,0.0,58.64,,,29.52,28.87,
E8450,07/01/2021 09:42 PDT,30.01,66.0,79.0,0.0,,3.0,,,0.0,0.0,59.26,,,29.52,28.84,
E8450,07/01/2021 09:47 PDT,30.01,66.0,79.0,0.0,,1.0,,,0.0,0.0,59.26,,,29.52,28.84,
E8450,07/01/2021 09:52 PDT,30.02,66.0,78.0,0.0,,2.0,,,0.0,0.0,58.9,,,29.53,28.86,
E8450,07/01/2021 09:57 PDT,30.01,66.0,77.0,0.0,,4.0,,,0.0,0.0,58.54,,,29.52,28.87,
E8450,07/01/2021 10:02 PDT,30.01,66.0,80.0,0.0,,4.0,,,0.0,0.0,59.61,,,29.52,28.83,
E8450,07/01/2021 10:07 PDT,30.01,67.0,78.0,0.0,,4.0,,,0.0,0.0,59.87,,,29.52,28.81,
E8450,07/01/2021 10:12 PDT,30.01,67.0,79.0,0.0,,2.0,,,0.0,0.0,60.23,,,29.52,28.79,
E8450,07/01/2021 10:17 PDT,30.01,67.0,78.0,0.0,,2.0,,,0.0,0.0,59.87,,,29.52,28.81,
E8450,07/01/2021 10:22 PDT,30.01,67.0,78.0,0.0,,2.0,,,0.0,0.0,59.87,,,29.52,28.81,
E8450,07/01/2021 10:27 PDT,30.01,67.0,77.0,0.0,,1.0,,,0.0,0.0,59.51,,,29.52,28.82,
E8450,07/01/2021 10:32 PDT,30.01,67.0,76.0,0.0,,1.0,,,0.0,0.0,59.14,,,29.52,28.84,
E8450,07/01/2021 10:37 PDT,30.01,68.0,75.0,0.0,,0.0,,,0.0,0.0,59.73,,,29.52,28.8,
E8450,07/01/2021 10:42 PDT,30.01,68.0,76.0,0.0,,1.0,,,0.0,0.0,60.11,,,29.52,28.79,
E8450,07/01/2021 10:47 PDT,30.01,68.0,74.0,1.0,143.0,3.0,,,0.0,0.0,59.36,,SE,29.52,28.82,
E8450,07/01/2021 10:52 PDT,30.01,67.0,75.0,1.0,134.0,4.0,,,0.0,0.0,58.77,,SE,29.52,28.85,
E8450,07/01/2021 10:57 PDT,30.01,67.0,75.0,1.0,145.0,4.0,,,0.0,0.0,58.77,,SE,29.52,28.85,
E8450,07/01/2021 11:02 PDT,30.01,67.0,76.0,1.0,159.0,4.0,,,0.0,0.0,59.14,,SSE,29.52,28.84,
E8450,07/01/2021 11:07 PDT,30.01,68.0,74.0,1.0,354.0,4.0,,,0.0,0.0,59.36,,N,29.52,28.82,
E8450,07/01/2021 11:12 PDT,30.01,68.0,75.0,1.0,2.0,4.0,,,0.0,0.0,59.73,,N,29.52,28.8,
E8450,07/01/2021 11:17 PDT,30.01,68.0,74.0,0.0,,4.0,,,0.0,0.0,59.36,,,29.52,28.82,
E8450,07/01/2021 11:22 PDT,30.02,68.0,73.0,0.0,,2.0,,,0.0,0.0,58.97,,,29.53,28.84,
E8450,07/01/2021 11:27 PDT,30.01,68.0,72.0,1.0,155.0,3.0,,,0.0,0.0,58.59,,SSE,29.52,28.85,
E8450,07/01/2021 11:32 PDT,30.01,68.0,72.0,1.0,161.0,3.0,,,0.0,0.0,58.59,,SSE,29.52,28.85,
E8450,07/01/2021 11:37 PDT,30.01,69.0,73.0,1.0,166.0,5.0,,,0.0,0.0,59.94,,SSE,29.52,28.79,
E8450,07/01/2021 11:42 PDT,30.01,69.0,71.0,2.0,148.0,5.0,,,0.0,0.0,59.16,,SSE,29.52,28.82,
E8450,07/01/2021 11:47 PDT,30.02,69.0,73.0,1.0,131.0,5.0,,,0.0,0.0,59.94,,SE,29.53,28.8,
E8450,07/01/2021 11:52 PDT,30.02,69.0,72.0,1.0,170.0,4.0,,,0.0,0.0,59.55,,S,29.53,28.81,
E8450,07/01/2021 11:57 PDT,30.02,70.0,70.0,1.0,131.0,4.0,,,0.0,0.0,59.72,,SE,29.53,28.8,
E8450,07/01/2021 12:02 PDT,30.02,70.0,68.0,1.0,155.0,4.0,,,0.0,0.0,58.9,,SSE,29.53,28.83,
E8450,07/01/2021 12:07 PDT,30.01,70.0,70.0,1.0,161.0,4.0,,,0.0,0.0,59.72,,SSE,29.52,28.79,
E8450,07/01/2021 12:12 PDT,30.01,70.0,70.0,1.0,295.0,4.0,,,0.0,0.0,59.72,,WNW,29.52,28.79,
E8450,07/01/2021 12:17 PDT,30.01,70.0,70.0,1.0,308.0,4.0,,,0.0,0.0,59.72,,NW,29.52,28.79,
E8450,07/01/2021 12:22 PDT,30.01,70.0,72.0,0.0,,5.99,,,0.0,0.0,60.51,,,29.52,28.76,
E8450,07/01/2021 12:27 PDT,30.01,70.0,73.0,0.0,,5.99,,,0.0,0.0,60.9,,,29.52,28.74,
E8450,07/01/2021 12:32 PDT,30.02,71.0,73.0,0.0,,5.99,,,0.0,0.0,61.87,,,29.53,28.7,
E8450,07/01/2021 12:37 PDT,30.02,71.0,70.0,1.0,148.0,3.0,,,0.0,0.0,60.68,,SSE,29.53,28.75,
E8450,07/01/2021 12:42 PDT,30.02,70.0,72.0,1.0,127.0,3.0,,,0.0,0.0,60.51,,SE,29.53,28.77,
E8450,07/01/2021 12:47 PDT,30.02,70.0,71.0,1.0,323.0,4.0,,,0.0,0.0,60.12,,NW,29.53,28.78,
E8450,07/01/2021 12:52 PDT,30.01,69.0,72.0,1.0,313.0,4.0,,,0.0,0.0,59.55,,NW,29.52,28.8,
E8450,07/01/2021 12:57 PDT,30.01,69.0,73.0,0.0,,4.0,,,0.0,0.0,59.94,,,29.52,28.79,
E8450,07/01/2021 13:02 PDT,30.01,69.0,71.0,1.0,319.0,5.0,,,0.0,0.0,59.16,,NW,29.52,28.82,
E8450,07/01/2021 13:07 PDT,30.01,69.0,72.0,2.0,343.0,5.99,,,0.0,0.0,59.55,,NNW,29.52,28.8,
E8450,07/01/2021 13:12 PDT,30.01,69.0,73.0,1.0,153.0,5.99,,,0.0,0.0,59.94,,SSE,29.52,28.79,
E8450,07/01/2021 13:17 PDT,30.01,69.0,73.0,1.0,302.0,5.99,,,0.0,0.0,59.94,,WNW,29.52,28.79,
E8450,07/01/2021 13:22 PDT,30.01,69.0,72.0,1.0,357.0,4.0,,,0.0,0.0,59.55,,N,29.52,28.8,
E8450,07/01/2021 13:27 PDT,30.01,69.0,73.0,2.0,307.0,5.0,,,0.0,0.0,59.94,,NW,29.52,28.79,
E8450,07/01/2021 13:32 PDT,30.01,69.0,72.0,2.0,304.0,5.0,,,0.0,0.0,59.55,,NW,29.52,28.8,
E8450,07/01/2021 13:37 PDT,30.01,69.0,73.0,1.0,2.0,5.99,,,0.0,0.0,59.94,,N,29.52,28.79,
E8450,07/01/2021 13:42 PDT,30.01,69.0,72.0,1.0,316.0,5.99,,,0.0,0.0,59.55,,NW,29.52,28.8,
E8450,07/01/2021 13:47 PDT,30.01,70.0,72.0,0.0,,5.99,,,0.0,0.0,60.51,,,29.52,28.76,
E8450,07/01/2021 13:52 PDT,30.01,70.0,74.0,0.0,,3.0,,,0.0,0.0,61.29,,,29.52,28.72,
E8450,07/01/2021 13:57 PDT,30.01,70.0,70.0,1.0,143.0,3.0,,,0.0,0.0,59.72,,SE,29.52,28.79,
E8450,07/01/2021 14:02 PDT,30.01,70.0,71.0,2.0,148.0,5.0,,,0.0,0.0,60.12,,SSE,29.52,28.77,
E8450,07/01/2021 14:07 PDT,30.01,71.0,72.0,1.0,75.0,5.0,,,0.0,0.0,61.48,,ENE,29.52,28.71,
E8450,07/01/2021 14:12 PDT,30.01,71.0,69.0,0.0,,5.0,,,0.0,0.0,60.27,,,29.52,28.76,
E8450,07/01/2021 14:17 PDT,30.01,71.0,68.0,1.0,139.0,3.0,,,0.0,0.0,59.86,,SE,29.52,28.77,
E8450,07/01/2021 14:22 PDT,30.01,71.0,68.0,1.0,118.0,4.0,,,0.0,0.0,59.86,,ESE,29.52,28.77,
E8450,07/01/2021 14:27 PDT,30.02,71.0,67.0,2.0,297.0,4.0,,,0.0,0.0,59.44,,WNW,29.53,28.8,
E8450,07/01/2021 14:32 PDT,30.01,72.0,66.0,1.0,153.0,4.0,,,0.0,0.0,59.97,,SSE,29.52,28.76,
E8450,07/01/2021 14:37 PDT,30.01,72.0,66.0,1.0,154.0,5.0,,,0.0,0.0,59.97,,SSE,29.52,28.76,
E8450,07/01/2021 14:42 PDT,30.01,72.0,69.0,1.0,306.0,5.0,,,0.0,0.0,61.23,,NW,29.52,28.71,
E8450,07/01/2021 14:47 PDT,30.01,72.0,65.0,1.0,326.0,5.0,,,0.0,0.0,59.54,,NW,29.52,28.78,
E8450,07/01/2021 14:52 PDT,30.01,72.0,65.0,1.0,309.0,3.0,,,0.0,0.0,59.54,,NW,29.52,28.78,
E8450,07/01/2021 14:57 PDT,30.01,71.0,65.0,1.0,155.0,5.99,,,0.0,0.0,58.59,,SSE,29.52,28.82,
E8450,07/01/2021 15:02 PDT,30.01,71.0,66.0,1.0,336.0,5.99,,,0.0,0.0,59.02,,NNW,29.52,28.81,
E8450,07/01/2021 15:07 PDT,30.01,71.0,65.0,1.0,345.0,5.99,,,0.0,0.0,58.59,,NNW,29.52,28.82,
E8450,07/01/2021 15:12 PDT,30.01,72.0,66.0,0.0,,4.0,,,0.0,0.0,59.97,,,29.52,28.76,
E8450,07/01/2021 15:17 PDT,30.01,72.0,65.0,0.0,,2.0,,,0.0,0.0,59.54,,,29.52,28.78,
E8450,07/01/2021 15:22 PDT,30.01,72.0,67.0,0.0,,2.0,,,0.0,0.0,60.4,,,29.52,28.74,
E8450,07/01/2021 15:27 PDT,30.01,71.0,65.0,0.0,,3.0,,,0.0,0.0,58.59,,,29.52,28.82,
E8450,07/01/2021 15:32 PDT,30.01,71.0,68.0,0.0,,3.0,,,0.0,0.0,59.86,,,29.52,28.77,
