Station_ID,Date_Time,altimeter_set_1,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,precip_accum_24_hour_set_1,precip_accum_since_local_midnight_set_1,dew_point_temperature_set_1d,wind_chill_set_1d,wind_cardinal_direction_set_1d,pressure_set_1d,sea_level_pressure_set_1d,heat_index_set_1d
E8450,06/01/2021 01:37 PDT,30.15,57.0,87.0,0.0,,0.0,0.0,0.0,53.13,,,29.66,29.27,
E8450,06/01/2021 01:42 PDT,30.15,57.0,88.0,0.0,,0.0,0.0,0.0,53.45,,,29.66,29.26,
E8450,06/01/2021 01:47 PDT,30.15,57.0,88.0,0.0,,0.0,0.0,0.0,53.45,,,29.66,29.26,
E8450,06/01/2021 01:52 PDT,30.15,56.0,88.0,0.0,,0.0,0.0,0.0,52.46,,,29.66,29.29,
E8450,06/01/2021 01:57 PDT,30.15,56.0,88.0,0.0,,0.0,0.0,0.0,52.46,,,29.66,29.29,
E8450,06/01/2021 02:02 PDT,30.15,56.0,88.0,0.0,,0.0,0.0,0.0,52.46,,,29.66,29.29,
E8450,06/01/2021 02:07 PDT,30.15,56.0,88.0,0.0,,0.0,0.0,0.0,52.46,,,29.66,29.29,
E8450,06/01/2021 02:12 PDT,30.15,56.0,88.0,0.0,,0.0,0.0,0.0,52.46,,,29.66,29.29,
E8450,06/01/2021 02:17 PDT,30.15,56.0,88.0,0.0,,0.0,0.0,0.0,52.46,,,29.66,29.29,
E8450,06/01/2021 02:22 PDT,30.15,56.0,88.0,0.0,,0.0,0.0,0.0,52.46,,,29.66,29.29,
E8450,06/01/2021 02:27 PDT,30.15,56.0,88.0,0.0,,0.0,0.0,0.0,52.46,,,29.66,29.29,
E8450,06/01/2021 02:32 PDT,30.15,56.0,89.0,0.0,,0.0,0.0,0.0,52.77,,,29.66,29.29,
E8450,06/01/2021 02:37 PDT,30.15,56.0,88.0,0.0,,0.0,0.0,0.0,52.46,,,29.66,29.29,
E8450,06/01/2021 02:42 PDT,30.15,55.0,89.0,0.0,,0.0,0.0,0.0,51.79,,,29.66,29.32,
E8450,06/01/2021 02:47 PDT,30.15,55.0,89.0,0.0,,0.0,0.0,0.0,51.79,,,29.66,29.32,
E8450,06/01/2021 02:52 PDT,30.15,55.0,89.0,0.0,,0.0,0.0,0.0,51.79,,,29.66,29.32,
E8450,06/01/2021 02:57 PDT,30.14,55.0,89.0,0.0,,0.0,0.0,0.0,51.79,,,29.65,29.31,
E8450,06/01/2021 03:07 PDT,30.14,55.0,89.0,0.0,,0.0,0.0,0.0,51.79,,,29.65,29.31,
E8450,06/01/2021 03:12 PDT,30.14,55.0,89.0,0.0,,0.0,0.0,0.0,51.79,,,29.65,29.31,
E8450,06/01/2021 03:17 PDT,30.14,55.0,89.0,0.0,,0.0,0.0,0.0,51.79,,,29.65,29.31,
E8450,06/01/2021 03:22 PDT,30.14,55.0,89.0,0.0,,0.0,0.0,0.0,51.79,,,29.65,29.31,
E8450,06/01/2021 03:27 PDT,30.14,55.0,89.0,0.0,,0.0,0.0,0.0,51.79,,,29.65,29.31,
E8450,06/01/2021 03:32 PDT,30.14,55.0,89.0,0.0,,0.0,0.0,0.0,51.79,,,29.65,29.31,
E8450,06/01/2021 03:37 PDT,30.14,54.0,89.0,0.0,,0.0,0.0,0.0,50.8,,,29.65,29.35,
E8450,06/01/2021 03:42 PDT,30.14,54.0,89.0,0.0,,0.0,0.0,0.0,50.8,,,29.65,29.35,
E8450,06/01/2021 03:47 PDT,30.14,54.0,89.0,0.0,,0.0,0.0,0.0,50.8,,,29.65,29.35,
E8450,06/01/2021 03:52 PDT,30.14,54.0,89.0,0.0,,0.0,0.0,0.0,50.8,,,29.65,29.35,
E8450,06/01/2021 03:57 PDT,30.14,54.0,89.0,0.0,,0.0,0.0,0.0,50.8,,,29.65,29.35,
E8450,06/01/2021 04:02 PDT,30.14,54.0,89.0,0.0,,0.0,0.0,0.0,50.8,,,29.65,29.35,
E8450,06/01/2021 04:07 PDT,30.14,54.0,89.0,0.0,,0.0,0.0,0.0,50.8,,,29.65,29.35,
E8450,06/01/2021 04:12 PDT,30.14,54.0,89.0,0.0,,0.0,0.0,0.0,50.8,,,29.65,29.35,
E8450,06/01/2021 04:17 PDT,30.14,54.0,89.0,0.0,,0.0,0.0,0.0,50.8,,,29.65,29.35,
E8450,06/01/2021 04:22 PDT,30.14,53.0,88.0,0.0,,0.0,0.0,0.0,49.5,,,29.65,29.39,
E8450,06/01/2021 04:27 PDT,30.14,53.0,88.0,0.0,,0.0,0.0,0.0,49.5,,,29.65,29.39,
E8450,06/01/2021 04:32 PDT,30.14,53.0,88.0,0.0,,0.0,0.0,0.0,49.5,,,29.65,29.39,
E8450,06/01/2021 04:37 PDT,30.13,53.0,88.0,0.0,,0.0,0.0,0.0,49.5,,,29.64,29.38,
E8450,06/01/2021 04:42 PDT,30.13,53.0,88.0,0.0,,0.0,0.0,0.0,49.5,,,29.64,29.38,
E8450,06/01/2021 04:47 PDT,30.13,53.0,88.0,0.0,,0.0,0.0,0.0,49.5,,,29.64,29.38,
E8450,06/01/2021 04:52 PDT,30.13,53.0,88.0,0.0,,0.0,0.0,0.0,49.5,,,29.64,29.38,
E8450,06/01/2021 04:57 PDT,30.13,53.0,87.0,0.0,,0.0,0.0,0.0,49.19,,,29.64,29.39,
E8450,06/01/2021 05:02 PDT,30.13,53.0,87.0,0.0,,0.0,0.0,0.0,49.19,,,29.64,29.39,
E8450,06/01/2021 05:07 PDT,30.13,53.0,87.0,0.0,,0.0,0.0,0.0,49.19,,,29.64,29.39,
E8450,06/01/2021 05:12 PDT,30.12,53.0,87.0,0.0,,0.0,0.0,0.0,49.19,,,29.63,29.38,
E8450,06/01/2021 05:17 PDT,30.13,53.0,87.0,0.0,,0.0,0.0,0.0,49.19,,,29.64,29.39,
E8450,06/01/2021 05:22 PDT,30.12,53.0,87.0,0.0,,0.0,0.0,0.0,49.19,,,29.63,29.38,
E8450,06/01/2021 05:27 PDT,30.12,53.0,87.0,0.0,,0.0,0.0,0.0,49.19,,,29.63,29.38,
E8450,06/01/2021 05:32 PDT,30.12,53.0,87.0,0.0,,0.0,0.0,0.0,49.19,,,29.63,29.38,
E8450,06/01/2021 05:37 PDT,30.12,53.0,87.0,0.0,,0.0,0.0,0.0,49.19,,,29.63,29.38,
E8450,06/01/2021 05:42 PDT,30.12,53.0,86.0,0.0,,0.0,0.0,0.0,48.88,,,29.63,29.38,
E8450,06/01/2021 05:47 PDT,30.12,53.0,86.0,0.0,,0.0,0.0,0.0,48.88,,,29.63,29.38,
E8450,06/01/2021 05:52 PDT,30.12,53.0,86.0,0.0,,0.0,0.0,0.0,48.88,,,29.63,29.38,
E8450,06/01/2021 05:57 PDT,30.12,53.0,85.0,0.0,,0.0,0.0,0.0,48.57,,,29.63,29.39,
E8450,06/01/2021 06:02 PDT,30.12,53.0,85.0,0.0,,0.0,0.0,0.0,48.57,,,29.63,29.39,
E8450,06/01/2021 06:07 PDT,30.12,53.0,86.0,0.0,,0.0,0.0,0.0,48.88,,,29.63,29.38,
E8450,06/01/2021 06:12 PDT,30.12,53.0,85.0,0.0,,0.0,0.0,0.0,48.57,,,29.63,29.39,
E8450,06/01/2021 06:17 PDT,30.12,53.0,85.0,0.0,,0.0,0.0,0.0,48.57,,,29.63,29.39,
E8450,06/01/2021 06:22 PDT,30.12,53.0,85.0,0.0,,0.0,0.0,0.0,48.57,,,29.63,29.39,
E8450,06/01/2021 06:27 PDT,30.12,53.0,85.0,0.0,,0.0,0.0,0.0,48.57,,,29.63,29.39,
E8450,06/01/2021 06:32 PDT,30.12,53.0,85.0,0.0,,0.0,0.0,0.0,48.57,,,29.63,29.39,
E8450,06/01/2021 06:37 PDT,30.12,53.0,84.0,0.0,,0.0,0.0,0.0,48.25,,,29.63,29.4,
E8450,06/01/2021 06:42 PDT,30.12,53.0,84.0,0.0,,0.0,0.0,0.0,48.25,,,29.63,29.4,
E8450,06/01/2021 06:47 PDT,30.12,54.0,84.0,0.0,,0.0,0.0,0.0,49.23,,,29.63,29.37,
E8450,06/01/2021 06:52 PDT,30.12,54.0,84.0,0.0,,0.0,0.0,0.0,49.23,,,29.63,29.37,
E8450,06/01/2021 06:57 PDT,30.12,54.0,84.0,0.0,,0.0,0.0,0.0,49.23,,,29.63,29.37,
E8450,06/01/2021 07:02 PDT,30.12,54.0,84.0,0.0,,0.0,0.0,0.0,49.23,,,29.63,29.37,
E8450,06/01/2021 07:07 PDT,30.12,54.0,84.0,0.0,,0.0,0.0,0.0,49.23,,,29.63,29.37,
E8450,06/01/2021 07:12 PDT,30.12,55.0,84.0,0.0,,0.0,0.0,0.0,50.21,,,29.63,29.33,
E8450,06/01/2021 07:17 PDT,30.12,55.0,84.0,0.0,,0.0,0.0,0.0,50.21,,,29.63,29.33,
E8450,06/01/2021 07:22 PDT,30.12,55.0,84.0,0.0,,0.0,0.0,0.0,50.21,,,29.63,29.33,
E8450,06/01/2021 07:27 PDT,30.12,55.0,84.0,0.0,,0.0,0.0,0.0,50.21,,,29.63,29.33,
E8450,06/01/2021 07:32 PDT,30.12,56.0,84.0,0.0,,0.0,0.0,0.0,51.19,,,29.63,29.3,
E8450,06/01/2021 07:37 PDT,30.12,56.0,84.0,0.0,,0.0,0.0,0.0,51.19,,,29.63,29.3,
E8450,06/01/2021 07:42 PDT,30.12,56.0,86.0,0.0,,0.0,0.0,0.0,51.83,,,29.63,29.28,
E8450,06/01/2021 07:47 PDT,30.12,56.0,87.0,0.0,,0.0,0.0,0.0,52.15,,,29.63,29.27,
E8450,06/01/2021 07:52 PDT,30.12,57.0,88.0,0.0,,0.0,0.0,0.0,53.45,,,29.63,29.23,
E8450,06/01/2021 07:57 PDT,30.12,57.0,88.0,0.0,,0.0,0.0,0.0,53.45,,,29.63,29.23,
E8450,06/01/2021 08:02 PDT,30.12,57.0,88.0,0.0,,0.0,0.0,0.0,53.45,,,29.63,29.23,
E8450,06/01/2021 08:07 PDT,30.12,58.0,88.0,0.0,,0.0,0.0,0.0,54.43,,,29.63,29.19,
E8450,06/01/2021 08:12 PDT,30.11,59.0,87.0,0.0,,0.0,0.0,0.0,55.1,,,29.62,29.15,
E8450,06/01/2021 08:17 PDT,30.11,59.0,85.0,0.0,,0.0,0.0,0.0,54.46,,,29.62,29.17,
E8450,06/01/2021 08:22 PDT,30.11,60.0,84.0,0.0,,0.0,0.0,0.0,55.11,,,29.62,29.14,
E8450,06/01/2021 08:27 PDT,30.11,60.0,83.0,0.0,,0.0,0.0,0.0,54.78,,,29.62,29.15,
E8450,06/01/2021 08:32 PDT,30.11,61.0,82.0,0.0,,0.0,0.0,0.0,55.42,,,29.62,29.12,
E8450,06/01/2021 08:37 PDT,30.11,61.0,81.0,0.0,,0.0,0.0,0.0,55.08,,,29.62,29.13,
E8450,06/01/2021 08:42 PDT,30.11,62.0,81.0,0.0,,0.0,0.0,0.0,56.06,,,29.62,29.09,
E8450,06/01/2021 08:47 PDT,30.11,62.0,80.0,0.0,,0.0,0.0,0.0,55.71,,,29.62,29.1,
E8450,06/01/2021 08:52 PDT,30.11,62.0,80.0,0.0,,0.0,0.0,0.0,55.71,,,29.62,29.1,
E8450,06/01/2021 08:57 PDT,30.11,63.0,78.0,0.0,,0.0,0.0,0.0,55.98,,,29.62,29.09,
E8450,06/01/2021 09:02 PDT,30.11,63.0,78.0,0.0,,0.0,0.0,0.0,55.98,,,29.62,29.09,
E8450,06/01/2021 09:07 PDT,30.11,64.0,77.0,0.0,,1.0,0.0,0.0,56.59,,,29.62,29.06,
E8450,06/01/2021 09:12 PDT,30.11,64.0,77.0,0.0,,1.0,0.0,0.0,56.59,,,29.62,29.06,
E8450,06/01/2021 09:17 PDT,30.11,64.0,75.0,0.0,,1.0,0.0,0.0,55.86,,,29.62,29.08,
E8450,06/01/2021 09:22 PDT,30.1,64.0,76.0,0.0,,0.0,0.0,0.0,56.23,,,29.61,29.06,
E8450,06/01/2021 09:27 PDT,30.1,65.0,76.0,0.0,,0.0,0.0,0.0,57.2,,,29.61,29.02,
E8450,06/01/2021 09:32 PDT,30.1,65.0,74.0,0.0,,1.0,0.0,0.0,56.46,,,29.61,29.04,
E8450,06/01/2021 09:37 PDT,30.1,66.0,72.0,0.0,,2.0,0.0,0.0,56.66,,,29.61,29.03,
E8450,06/01/2021 09:42 PDT,30.1,67.0,71.0,0.0,,2.0,0.0,0.0,57.23,,,29.61,29.0,
E8450,06/01/2021 09:47 PDT,30.09,67.0,70.0,1.0,345.0,3.0,0.0,0.0,56.84,,NNW,29.6,29.0,
E8450,06/01/2021 09:52 PDT,30.09,68.0,70.0,1.0,3.0,3.0,0.0,0.0,57.8,,N,29.6,28.96,
E8450,06/01/2021 09:57 PDT,30.09,68.0,70.0,1.0,321.0,3.0,0.0,0.0,57.8,,NW,29.6,28.96,
E8450,06/01/2021 10:02 PDT,30.09,68.0,70.0,1.0,300.0,3.0,0.0,0.0,57.8,,WNW,29.6,28.96,
E8450,06/01/2021 10:07 PDT,30.09,68.0,70.0,1.0,326.0,3.0,0.0,0.0,57.8,,NW,29.6,28.96,
E8450,06/01/2021 10:12 PDT,30.09,69.0,69.0,1.0,354.0,3.0,0.0,0.0,58.35,,N,29.6,28.93,
E8450,06/01/2021 10:17 PDT,30.09,69.0,68.0,0.0,,3.0,0.0,0.0,57.94,,,29.6,28.95,
E8450,06/01/2021 10:22 PDT,30.08,69.0,68.0,0.0,,2.0,0.0,0.0,57.94,,,29.59,28.94,
E8450,06/01/2021 10:27 PDT,30.08,69.0,66.0,1.0,295.0,3.0,0.0,0.0,57.11,,WNW,29.59,28.97,
E8450,06/01/2021 10:32 PDT,30.08,69.0,66.0,1.0,139.0,3.0,0.0,0.0,57.11,,SE,29.59,28.97,
E8450,06/01/2021 10:37 PDT,30.07,69.0,65.0,1.0,29.0,3.0,0.0,0.0,56.69,,NNE,29.58,28.97,
E8450,06/01/2021 10:42 PDT,30.08,70.0,65.0,1.0,333.0,3.0,0.0,0.0,57.64,,NNW,29.59,28.94,
E8450,06/01/2021 10:47 PDT,30.08,70.0,64.0,1.0,296.0,3.0,0.0,0.0,57.21,,WNW,29.59,28.96,
E8450,06/01/2021 10:52 PDT,30.07,70.0,65.0,1.0,288.0,3.0,0.0,0.0,57.64,,WNW,29.58,28.93,
E8450,06/01/2021 10:57 PDT,30.07,71.0,64.0,0.0,,2.0,0.0,0.0,58.16,,,29.58,28.9,
E8450,06/01/2021 11:02 PDT,30.07,71.0,63.0,1.0,323.0,3.0,0.0,0.0,57.72,,NW,29.58,28.92,
E8450,06/01/2021 11:07 PDT,30.07,71.0,63.0,1.0,148.0,4.0,0.0,0.0,57.72,,SSE,29.58,28.92,
E8450,06/01/2021 11:12 PDT,30.06,71.0,64.0,1.0,186.0,4.0,0.0,0.0,58.16,,S,29.57,28.89,
E8450,06/01/2021 11:17 PDT,30.06,72.0,63.0,1.0,335.0,4.0,0.0,0.0,58.67,,NNW,29.57,28.86,
E8450,06/01/2021 11:22 PDT,30.06,72.0,61.0,1.0,296.0,4.0,0.0,0.0,57.76,,WNW,29.57,28.9,
E8450,06/01/2021 11:27 PDT,30.06,72.0,62.0,1.0,330.0,4.0,0.0,0.0,58.22,,NNW,29.57,28.88,
E8450,06/01/2021 11:32 PDT,30.06,72.0,61.0,1.0,326.0,3.0,0.0,0.0,57.76,,NW,29.57,28.9,
E8450,06/01/2021 11:37 PDT,30.06,73.0,61.0,1.0,287.0,4.0,0.0,0.0,58.71,,WNW,29.57,28.86,
E8450,06/01/2021 11:42 PDT,30.06,73.0,59.0,1.0,336.0,4.0,0.0,0.0,57.78,,NNW,29.57,28.89,
E8450,06/01/2021 11:47 PDT,30.05,74.0,59.0,1.0,312.0,4.0,0.0,0.0,58.72,,NW,29.56,28.84,
E8450,06/01/2021 11:52 PDT,30.05,74.0,60.0,0.0,,3.0,0.0,0.0,59.19,,,29.56,28.82,
E8450,06/01/2021 11:57 PDT,30.05,75.0,58.0,0.0,,3.0,0.0,0.0,59.18,,,29.56,28.81,
E8450,06/01/2021 12:02 PDT,30.05,75.0,57.0,0.0,,3.0,0.0,0.0,58.69,,,29.56,28.83,
E8450,06/01/2021 12:07 PDT,30.05,76.0,56.0,1.0,303.0,3.0,0.0,0.0,59.14,,WNW,29.56,28.81,
E8450,06/01/2021 12:12 PDT,30.05,76.0,55.0,1.0,338.0,3.0,0.0,0.0,58.63,,NNW,29.56,28.83,
E8450,06/01/2021 12:17 PDT,30.04,77.0,56.0,1.0,313.0,3.0,0.0,0.0,60.07,,NW,29.55,28.75,
E8450,06/01/2021 12:22 PDT,30.04,78.0,52.0,1.0,288.0,4.0,0.0,0.0,58.93,,WNW,29.55,28.79,
E8450,06/01/2021 12:27 PDT,30.04,78.0,52.0,1.0,315.0,5.0,0.0,0.0,58.93,,NW,29.55,28.79,
E8450,06/01/2021 12:32 PDT,30.04,78.0,53.0,1.0,269.0,5.0,0.0,0.0,59.46,,W,29.55,28.77,
E8450,06/01/2021 12:37 PDT,30.04,79.0,50.0,1.0,6.0,5.0,0.0,0.0,58.76,,N,29.55,28.79,
E8450,06/01/2021 12:42 PDT,30.03,78.0,53.0,1.0,271.0,5.0,0.0,0.0,59.46,,W,29.54,28.76,
E8450,06/01/2021 12:47 PDT,30.03,79.0,51.0,2.0,128.0,5.0,0.0,0.0,59.31,,SE,29.54,28.76,
E8450,06/01/2021 12:52 PDT,30.03,79.0,52.0,1.0,338.0,5.0,0.0,0.0,59.86,,NNW,29.54,28.73,
E8450,06/01/2021 12:57 PDT,30.03,79.0,50.0,1.0,323.0,5.0,0.0,0.0,58.76,,NW,29.54,28.78,
E8450,06/01/2021 13:02 PDT,30.03,79.0,51.0,1.0,330.0,4.0,0.0,0.0,59.31,,NNW,29.54,28.76,
E8450,06/01/2021 13:07 PDT,30.02,80.0,50.0,1.0,293.0,4.0,0.0,0.0,59.68,,WNW,29.53,28.72,
E8450,06/01/2021 13:12 PDT,30.02,80.0,51.0,1.0,265.0,5.0,0.0,0.0,60.24,,W,29.53,28.7,
E8450,06/01/2021 13:17 PDT,30.02,80.0,49.0,2.0,295.0,5.0,0.0,0.0,59.12,,WNW,29.53,28.75,
E8450,06/01/2021 13:22 PDT,30.02,80.0,49.0,2.0,352.0,5.0,0.0,0.0,59.12,,N,29.53,28.75,
E8450,06/01/2021 13:27 PDT,30.01,81.0,49.0,1.0,295.0,5.0,0.0,0.0,60.04,,WNW,29.52,28.69,81.62
E8450,06/01/2021 13:32 PDT,30.01,81.0,50.0,1.0,311.0,4.0,0.0,0.0,60.61,,NW,29.52,28.67,81.74
E8450,06/01/2021 13:37 PDT,30.01,81.0,49.0,1.0,342.0,4.0,0.0,0.0,60.04,,NNW,29.52,28.69,81.62
E8450,06/01/2021 13:42 PDT,30.01,82.0,47.0,1.0,330.0,4.0,0.0,0.0,59.79,,NNW,29.52,28.7,82.34
E8450,06/01/2021 13:47 PDT,30.01,82.0,48.0,1.0,324.0,4.0,0.0,0.0,60.38,,NW,29.52,28.67,82.48
E8450,06/01/2021 13:52 PDT,30.0,82.0,46.0,1.0,122.0,4.0,0.0,0.0,59.19,,ESE,29.51,28.71,82.2
E8450,06/01/2021 13:57 PDT,30.0,82.0,46.0,1.0,295.0,4.0,0.0,0.0,59.19,,WNW,29.51,28.71,82.2
E8450,06/01/2021 14:02 PDT,30.0,82.0,47.0,1.0,320.0,3.0,0.0,0.0,59.79,,NW,29.51,28.69,82.34
E8450,06/01/2021 14:07 PDT,30.0,82.0,46.0,2.0,290.0,4.0,0.0,0.0,59.19,,WNW,29.51,28.71,82.2
E8450,06/01/2021 14:12 PDT,29.99,82.0,47.0,1.0,333.0,4.0,0.0,0.0,59.79,,NNW,29.5,28.67,82.34
E8450,06/01/2021 14:17 PDT,29.99,83.0,47.0,1.0,321.0,4.0,0.0,0.0,60.71,,NW,29.5,28.63,83.38
E8450,06/01/2021 14:22 PDT,29.99,83.0,46.0,1.0,130.0,4.0,0.0,0.0,60.11,,SE,29.5,28.65,83.22
E8450,06/01/2021 14:27 PDT,29.99,83.0,47.0,1.0,142.0,4.0,0.0,0.0,60.71,,SE,29.5,28.63,83.38
E8450,06/01/2021 14:32 PDT,29.99,83.0,49.0,1.0,308.0,4.0,0.0,0.0,61.89,,NW,29.5,28.57,83.72
E8450,06/01/2021 14:37 PDT,29.98,83.0,48.0,1.0,326.0,4.0,0.0,0.0,61.3,,NW,29.49,28.59,83.55
E8450,06/01/2021 14:42 PDT,29.98,84.0,45.0,1.0,340.0,4.0,0.0,0.0,60.4,,NNW,29.49,28.62,84.14
E8450,06/01/2021 14:47 PDT,29.98,84.0,47.0,1.0,335.0,4.0,0.0,0.0,61.63,,NNW,29.49,28.57,84.52
E8450,06/01/2021 14:52 PDT,29.98,84.0,45.0,1.0,299.0,4.0,0.0,0.0,60.4,,WNW,29.49,28.62,84.14
E8450,06/01/2021 14:57 PDT,29.98,83.0,47.0,1.0,338.0,5.0,0.0,0.0,60.71,,NNW,29.49,28.62,83.38
E8450,06/01/2021 15:02 PDT,29.98,84.0,46.0,1.0,295.0,5.0,0.0,0.0,61.02,,WNW,29.49,28.6,84.33
E8450,06/01/2021 15:07 PDT,29.98,84.0,46.0,1.0,291.0,5.0,0.0,0.0,61.02,,WNW,29.49,28.6,84.33
E8450,06/01/2021 15:12 PDT,29.97,84.0,46.0,1.0,356.0,4.0,0.0,0.0,61.02,,N,29.48,28.59,84.33
E8450,06/01/2021 15:17 PDT,29.97,84.0,44.0,1.0,339.0,4.0,0.0,0.0,59.77,,NNW,29.48,28.64,83.96
E8450,06/01/2021 15:22 PDT,29.97,85.0,43.0,1.0,335.0,4.0,0.0,0.0,60.04,,NNW,29.48,28.62,84.9
E8450,06/01/2021 15:27 PDT,29.97,84.0,44.0,2.0,334.0,5.0,0.0,0.0,59.77,,NNW,29.48,28.64,83.96
E8450,06/01/2021 15:32 PDT,29.97,84.0,44.0,1.0,305.0,5.99,0.0,0.0,59.77,,NW,29.48,28.64,83.96
E8450,06/01/2021 15:37 PDT,29.97,84.0,45.0,1.0,105.0,5.99,0.0,0.0,60.4,,ESE,29.48,28.61,84.14
E8450,06/01/2021 15:42 PDT,29.96,85.0,43.0,1.0,296.0,5.99,0.0,0.0,60.04,,WNW,29.47,28.61,84.9
E8450,06/01/2021 15:47 PDT,29.96,85.0,43.0,1.0,323.0,5.99,0.0,0.0,60.04,,NW,29.47,28.61,84.9
E8450,06/01/2021 15:52 PDT,29.96,85.0,44.0,1.0,342.0,5.99,0.0,0.0,60.69,,NNW,29.47,28.59,85.1
E8450,06/01/2021 15:57 PDT,29.95,85.0,43.0,1.0,287.0,5.99,0.0,0.0,60.04,,WNW,29.46,28.6,84.9
E8450,06/01/2021 16:02 PDT,29.96,85.0,43.0,1.0,319.0,4.0,0.0,0.0,60.04,,NW,29.47,28.61,84.9
E8450,06/01/2021 16:07 PDT,29.95,85.0,44.0,1.0,317.0,4.0,0.0,0.0,60.69,,NW,29.46,28.58,85.1
E8450,06/01/2021 16:12 PDT,29.95,86.0,42.0,0.0,,4.0,0.0,0.0,60.29,,,29.46,28.59,85.87
E8450,06/01/2021 16:17 PDT,29.95,86.0,42.0,1.0,322.0,4.0,0.0,0.0,60.29,,NW,29.46,28.59,85.87
E8450,06/01/2021 16:22 PDT,29.95,85.0,43.0,1.0,335.0,4.0,0.0,0.0,60.04,,NNW,29.46,28.6,84.9
